OncotreePrimaryDisease,Drug,F-statistic,p-value,Higher in,name,moa,target
Anaplastic Thyroid Cancer,BRD-K20463415-300-01-4::2.499966791::MTS004,3.881367844621466,0.04933623542888612,Other Types,LY2606368,CHK inhibitor,CHEK1
Anaplastic Thyroid Cancer,BRD-K33131085-001-07-2::2.644499841::MTS004,4.040088470830268,0.04493019012911442,Anaplastic Thyroid Cancer,gentiopicrin,glutamate receptor downregulator,GRIN2B
Anaplastic Thyroid Cancer,BRD-K49372556-001-04-1::2.5::MTS004,3.9154629906518927,0.04835241083485682,Other Types,mofezolac,cyclooxygenase inhibitor,PTGS1
Anaplastic Thyroid Cancer,BRD-K57886322-001-16-6::2.5::MTS004,8.617262834283908,0.003472256948272809,Anaplastic Thyroid Cancer,fluocinonide,glucocorticoid receptor agonist,"NR3C1, SERPINA6, SMO"
Anaplastic Thyroid Cancer,BRD-K76315403-015-02-5::2.5::MTS004,6.401875411651249,0.011683605915298037,Other Types,cetrorelix,gonadotropin releasing factor hormone receptor antagonist,"GNRHR, LHCGR"
Endometrial Carcinoma,BRD-A01643550-001-04-9::2.5::HTS,6.90352523751385,0.008847595529544257,Other Types,prednisolone-acetate,glucocorticoid receptor agonist,NR3C1
Endometrial Carcinoma,BRD-A07704283-001-01-3::2.5::HTS,6.897530011531843,0.00886981437373601,Other Types,isofloxythepin,dopamine receptor antagonist,
Endometrial Carcinoma,BRD-A08545410-311-03-4::2.5::HTS,4.022142126628213,0.04541640166260818,Other Types,doxycycline,metalloproteinase inhibitor,MMP8
Endometrial Carcinoma,BRD-A16439188-001-01-1::2.5::HTS,4.432327579218887,0.035710725102031535,Other Types,quinestrol,estrogen receptor agonist,ESR1
Endometrial Carcinoma,BRD-A17462676-003-11-6::2.5::HTS,4.63490467934446,0.03175430551703913,Endometrial Carcinoma,bambuterol,adrenergic receptor agonist,"ADRB2, BCHE"
Endometrial Carcinoma,BRD-A18043272-001-09-9::2.5::HTS,4.1051118049479856,0.04322730969455205,Endometrial Carcinoma,phensuximide,succinimide antiepileptic,"CACNA1G, CACNA1H, CACNA1I"
Endometrial Carcinoma,BRD-A26032986-050-02-1::2.5::HTS,4.205916859620165,0.040748840478566854,Other Types,zaldaride,calmodulin antagonist,CALM1
Endometrial Carcinoma,BRD-A26503646-001-16-6::2.5::HTS,5.666598968203151,0.017623312153098012,Other Types,formestane,aromatase inhibitor,CYP19A1
Endometrial Carcinoma,BRD-A31095847-001-02-3::2.5::HTS,6.800035999413268,0.00936137879651909,Other Types,mozavaptan,vasopressin receptor antagonist,"AVPR1A, AVPR1B, AVPR2"
Endometrial Carcinoma,BRD-A35989968-001-04-2::2.5::HTS,6.3340445123590445,0.01212545343435412,Other Types,megestrol-acetate,progesterone receptor agonist,"NR3C1, PGR"
Endometrial Carcinoma,BRD-A37288617-003-02-2::2.5::HTS,4.346849113753629,0.037528256501670465,Endometrial Carcinoma,amfepramone,adrenergic receptor agonist,"SLC6A2, SLC6A3"
Endometrial Carcinoma,BRD-A37347161-003-02-6::2.5::HTS,4.550482556298539,0.03334433286577912,Endometrial Carcinoma,BRL-52537,opioid receptor agonist,OPRK1
Endometrial Carcinoma,BRD-A40084411-003-07-7::2.5::HTS,3.967593684330137,0.04688164060923383,Other Types,CGP-12177,adrenergic receptor agonist,"ADRB1, ADRB2, ADRB3"
Endometrial Carcinoma,BRD-A40940854-001-01-1::2.5::HTS,5.167772289579233,0.02338961037169975,Other Types,ibuproxam,"cyclooxygenase inhibitor, prostaglandin inhibitor",ALOX5
Endometrial Carcinoma,BRD-A47953250-001-01-7::2.5::HTS,5.361830056825557,0.02095665118839509,Other Types,ecamsule-triethanolamine,,
Endometrial Carcinoma,BRD-A50311610-300-10-4::2.5::HTS,12.059978816567675,0.0005559951733439018,Other Types,meclizine,constitutive androstane receptor (CAR) agonist,"HRH1, NR1I3"
Endometrial Carcinoma,BRD-A50998626-001-02-1::2.5::HTS,4.888611377432018,0.02744133473663436,Other Types,palomid-529,"AKT inhibitor, mTOR inhibitor",MTOR
Endometrial Carcinoma,BRD-A51407134-001-01-9::2.5::HTS,17.193819482833483,3.9322161850781286e-05,Other Types,2-octyldodecan-1-ol,,
Endometrial Carcinoma,BRD-A52588987-004-08-2::2.5::HTS,5.813139468533079,0.01622840749842043,Other Types,SKF-83566,dopamine receptor antagonist,"DRD1, DRD5"
Endometrial Carcinoma,BRD-A57133233-003-11-0::2.5::HTS,6.755256632634997,0.009596237690339128,Other Types,chlorcyclizine,histamine receptor antagonist,HRH1
Endometrial Carcinoma,BRD-A62057054-001-03-1::2.5::HTS,6.318487710200116,0.012228511862574367,Endometrial Carcinoma,MDL-11939,serotonin receptor antagonist,"HTR2A, HTR2B, HTR2C"
Endometrial Carcinoma,BRD-A64064900-001-02-3::2.5::HTS,6.349820319976832,0.012023450951612735,Other Types,sangivamycin,DNA inhibitor,
Endometrial Carcinoma,BRD-A64227845-004-09-3::2.5::HTS,6.399779488327365,0.011685573857033215,Other Types,SKF-77434,dopamine receptor agonist,DRD1
Endometrial Carcinoma,BRD-A67097164-001-18-7::2.5::HTS,5.8684143253031475,0.01573579926076558,Other Types,ifosfamide,DNA alkylating agent,"CYP2A6, CYP2B6, CYP2C18, CYP2C19, CYP2C8, CYP2C9, CYP3A4, CYP3A5, CYP3A7, PTGS1"
Endometrial Carcinoma,BRD-A68888262-003-15-1::2.5::HTS,4.095527506625562,0.04347117774682337,Endometrial Carcinoma,azelastine,histamine receptor antagonist,HRH1
Endometrial Carcinoma,BRD-A70858459-001-01-7::2.5::HTS,7.1564778013669805,0.007687796609450614,Other Types,estramustine,DNA alkylating agent,"ESR1, ESR2, MAP1A, MAP2"
Endometrial Carcinoma,BRD-A72703248-003-04-9::2.5::HTS,7.649478384554211,0.005867280810904084,Other Types,SKF-96365,calcium channel blocker,"CYP3A4, PKD2, TRPC1, TRPC3, TRPC4, TRPC5, TRPV2"
Endometrial Carcinoma,BRD-A81129465-001-03-8::2.5::HTS,4.808583743723184,0.028744918754924104,Other Types,fenoprofen,prostaglandin inhibitor,"PTGS1, PTGS2, SLC5A8"
Endometrial Carcinoma,BRD-A86619021-001-04-8::2.5::HTS,4.075856248161882,0.04397882851897353,Other Types,andrographolide,tumor necrosis factor production inhibitor,NFKB1
Endometrial Carcinoma,BRD-A93477898-001-04-2::2.5::HTS,4.883268850918819,0.02752635814486879,Other Types,PETCM,caspase activator,CASP3
Endometrial Carcinoma,BRD-A94993966-001-04-4::2.5::HTS,4.315871208757073,0.03821194707836673,Endometrial Carcinoma,vildagliptin,dipeptidyl peptidase inhibitor,DPP4
Endometrial Carcinoma,BRD-A97739905-001-26-5::2.5::HTS,5.823168499629591,0.016150293499476776,Endometrial Carcinoma,ketoprofen,cyclooxygenase inhibitor,"CXCR1, PTGS1, PTGS2, SLC5A8"
Endometrial Carcinoma,BRD-K00312224-001-09-5::2.5::HTS,4.431165654771616,0.035739702676344645,Other Types,PPT,estrogen receptor agonist,ESR1
Endometrial Carcinoma,BRD-K00573984-003-01-5::2.5::HTS,4.188134987718498,0.04118098987537914,Endometrial Carcinoma,delapril,angiotensin converting enzyme inhibitor,ACE
Endometrial Carcinoma,BRD-K01507359-001-22-9::2.5::HTS,4.870365220819049,0.02775124837689117,Other Types,rifampin,RNA polymerase inhibitor,"NR1I2, SLCO1A2, SLCO1B1, SLCO1B3"
Endometrial Carcinoma,BRD-K01624185-001-05-7::2.5::HTS,5.558998287949652,0.018733858752225236,Other Types,maltobionic-acid,matrix metalloprotease inhibitor,
Endometrial Carcinoma,BRD-K02241333-001-02-7::2.5::HTS,6.396170629651875,0.011711040204139146,Other Types,CHIR-124,CHK inhibitor,CHEK1
Endometrial Carcinoma,BRD-K03063480-001-05-8::2.5::HTS,7.694130818936825,0.005724163212465293,Other Types,PF-477736,CHK inhibitor,"CHEK1, CHEK2"
Endometrial Carcinoma,BRD-K03063480-001-06-6::2.42::HTS,10.431450896419571,0.0013159755371284715,Other Types,PF-477736,CHK inhibitor,"CHEK1, CHEK2"
Endometrial Carcinoma,BRD-K03390685-001-01-7::2.5::HTS,9.05581791144591,0.002737722908538778,Endometrial Carcinoma,cobimetinib,MEK inhibitor,
Endometrial Carcinoma,BRD-K04552268-001-02-4::5::HTS,8.654093672439037,0.0034036023454133944,Other Types,4-pyrimidinecarbonitrile,,
Endometrial Carcinoma,BRD-K04851519-001-06-8::2.5::HTS,8.143194955782203,0.0044821955830657515,Endometrial Carcinoma,aloe-emodin,anticancer agent,CASP8
Endometrial Carcinoma,BRD-K05445342-001-05-3::2.57::HTS,5.509046428611963,0.01928681030497685,Other Types,WP1066,STAT inhibitor,STAT3
Endometrial Carcinoma,BRD-K06543683-066-02-1::2.5::HTS,14.205853646411047,0.00018127782428817646,Other Types,bisindolylmaleimide-ix,PKC inhibitor,"AKT1, GSK3B, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, ROCK1, RPS6KB1, SIRT1"
Endometrial Carcinoma,BRD-K07487750-001-03-3::2.5::HTS,4.149366492058227,0.04212152083184181,Other Types,WHI-P154,JAK inhibitor,"EGFR, JAK1, JAK2, JAK3"
Endometrial Carcinoma,BRD-K08111712-001-16-7::2.5::HTS,5.7775101261535875,0.0165600419492384,Other Types,chloramphenicol,bacterial 50S ribosomal subunit inhibitor,CD55
Endometrial Carcinoma,BRD-K08893438-001-04-9::2.52::HTS,4.812321370645293,0.028700525902067925,Other Types,CCG-50014,G protein signaling inhibitor,"RGS4, RGS8"
Endometrial Carcinoma,BRD-K09090949-001-01-9::2.5::HTS,8.162688661251796,0.0044412161814747384,Other Types,"CP-945,598",cannabinoid receptor antagonist,CNR1
Endometrial Carcinoma,BRD-K09372874-001-01-0::2.5::HTS,4.174592108036688,0.04152021906094674,Other Types,merimepodib,inosine monophosphate dehydrogenase inhibitor,IMPDH1
Endometrial Carcinoma,BRD-K09426783-300-01-0::2.5::HTS,12.900410939039842,0.0003585584817353582,Other Types,TAS-103,topoisomerase inhibitor,TOP1
Endometrial Carcinoma,BRD-K10071630-001-01-0::2.5::HTS,4.0715732642626445,0.04408620191369575,Other Types,ertugliflozin,sodium/glucose cotransporter inhibitor,SLC5A2
Endometrial Carcinoma,BRD-K10362825-001-03-4::2.5::HTS,8.400082947345378,0.003907976992149732,Other Types,teniposide,topoisomerase inhibitor,"TOP2A, TOP2B"
Endometrial Carcinoma,BRD-K10673031-004-02-0::2.5::HTS,9.344331894063805,0.002343643598302146,Endometrial Carcinoma,S-Isopropylisothiourea,nitric oxide synthase inhibitor,NOS3
Endometrial Carcinoma,BRD-K10784860-003-02-3::2.5::HTS,4.559190006164181,0.03318055122753632,Other Types,temocapril,angiotensin converting enzyme inhibitor,ACE
Endometrial Carcinoma,BRD-K11900042-001-14-4::2.5::HTS,5.698042878978282,0.017327607294258977,Other Types,methylthiouracil,,
Endometrial Carcinoma,BRD-K11911061-003-11-9::2.5::HTS,6.562064863576374,0.010678208952456025,Other Types,GR-127935,serotonin receptor antagonist,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR6"
Endometrial Carcinoma,BRD-K12040459-001-06-0::2.5::HTS,6.092045321110223,0.013878448574093004,Other Types,AT7867,AKT inhibitor,"AKT2, GSK3B, PKIA, PRKACA"
Endometrial Carcinoma,BRD-K12343256-001-08-9::2.5::HTS,6.985796514211791,0.008446753735994978,Endometrial Carcinoma,trametinib,MEK inhibitor,"MAP2K1, MAP2K2"
Endometrial Carcinoma,BRD-K12502280-001-08-0::2.5::HTS,5.975498233412349,0.014825283175645175,Other Types,TG-101348,"FLT3 inhibitor, JAK inhibitor","BRD4, JAK1, JAK2, JAK3, TYK2"
Endometrial Carcinoma,BRD-K12867552-001-04-7::2.5::HTS,11.621276567385115,0.0007007996583472322,Other Types,PCI-24781,HDAC inhibitor,"HDAC1, HDAC2, HDAC3, HDAC6"
Endometrial Carcinoma,BRD-K13169950-001-14-4::2.5::HTS,8.560056169217898,0.0035770415637107165,Other Types,NSC-3852,HDAC inhibitor,HDAC1
Endometrial Carcinoma,BRD-K13238168-001-02-0::2.5::HTS,4.2398679963610535,0.03994543485796414,Other Types,haloprogin,other antifungal,
Endometrial Carcinoma,BRD-K13390322-001-06-3::2.5::HTS,6.71437177260925,0.009819671982253714,Other Types,AT-7519,CDK inhibitor,"CDK1, CDK2, CDK4, CDK5, CDK6, CDK9"
Endometrial Carcinoma,BRD-K13810148-311-03-2::2.5::HTS,6.219724197561413,0.01291976663483801,Other Types,givinostat,HDAC inhibitor,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9"
Endometrial Carcinoma,BRD-K14618467-001-04-6::2.5::HTS,3.9189647433811188,0.048231732633685305,Other Types,IKK-16,IKK inhibitor,IKBKB
Endometrial Carcinoma,BRD-K14763542-001-02-3::2.5::HTS,5.105286103211995,0.024259875183752395,Other Types,flurothyl,,
Endometrial Carcinoma,BRD-K15025317-001-15-1::2.5::HTS,7.73299885260241,0.005606543980715439,Other Types,BAY-11-7082,NFkB pathway inhibitor,RELA
Endometrial Carcinoma,BRD-K15409150-001-05-8::2.5::HTS,4.198467900210008,0.040944139621755506,Other Types,penfluridol,T-type calcium channel blocker,CACNA1G
Endometrial Carcinoma,BRD-K15600710-066-04-1::2.5::HTS,4.512925542925487,0.03408188369479013,Other Types,obatoclax,BCL inhibitor,BCL2
Endometrial Carcinoma,BRD-K15834839-001-02-3::2.5::HTS,4.531858281883534,0.033707593989792055,Other Types,lobendazole,anthelmintic agent,
Endometrial Carcinoma,BRD-K16508793-001-05-9::2.5::HTS,4.507565658143368,0.03418398671557092,Other Types,diazepam,benzodiazepine receptor agonist,"ADRA1A, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO"
Endometrial Carcinoma,BRD-K17294426-050-12-3::2.5::HTS,4.209986320482289,0.04064946697899965,Endometrial Carcinoma,clebopride,dopamine receptor antagonist,"ACHE, DRD2"
Endometrial Carcinoma,BRD-K17498618-344-02-6::2.5::HTS,4.345518842650572,0.03755896249432977,Other Types,betaxolol,adrenergic receptor antagonist,"ADRB1, ADRB2"
Endometrial Carcinoma,BRD-K17979676-001-01-2::2.5::HTS,6.278459120842069,0.012515121410310642,Other Types,eprobemide,monoamine oxidase inhibitor,MAOA
Endometrial Carcinoma,BRD-K18157228-001-01-7::2.5::HTS,4.085727409128902,0.04372203807890059,Endometrial Carcinoma,fdcyd,DNA methyltransferase inhibitor,
Endometrial Carcinoma,BRD-K18574842-323-10-8::2.51::HTS,5.57145396095483,0.01861823023501387,Other Types,nafcillin,bacterial cell wall synthesis inhibitor,"CYP1A2, CYP3A4, SLC22A6"
Endometrial Carcinoma,BRD-K18779551-003-07-8::2.5::HTS,5.446961355690897,0.019954589751259952,Other Types,bifemelane,acetylcholine release enhancer,"MAOA, MAOB"
Endometrial Carcinoma,BRD-K18787491-001-08-6::2.5::HTS,5.298349011338165,0.021715714797231916,Endometrial Carcinoma,U-0126,MEK inhibitor,"AKT1, CHEK1, GSK3B, LCK, MAP2K1, MAP2K2, MAP2K7, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1"
Endometrial Carcinoma,BRD-K19601669-001-03-5::2.5::HTS,6.187363672337909,0.013155452373923768,Endometrial Carcinoma,ruxolitinib-(S),JAK inhibitor,"JAK1, JAK2"
Endometrial Carcinoma,BRD-K19615002-001-02-3::2.5::HTS,4.391820284767314,0.03656252926171516,Other Types,creatine,,"CKB, CKM, CKMT1A, CKMT2, GAMT, SLC6A8"
Endometrial Carcinoma,BRD-K19761926-001-03-6::2.45::HTS,4.162482099994258,0.04181567001881655,Other Types,eplerenone,cytochrome P450 inhibitor,NR3C2
Endometrial Carcinoma,BRD-K23190681-001-01-1::2.5::HTS,10.153821921533325,0.0015211412280395128,Other Types,AV-412,protein tyrosine kinase inhibitor,"EGFR, ERBB2"
Endometrial Carcinoma,BRD-K23779958-001-05-8::2.5::HTS,6.1837165444294175,0.013200994812314225,Other Types,dichlorvos,acetylcholinesterase inhibitor,
Endometrial Carcinoma,BRD-K24187789-001-01-7::2.5::HTS,5.419723557061549,0.020266395442375858,Other Types,VU0238429,acetylcholine receptor allosteric modulator,CHRM5
Endometrial Carcinoma,BRD-K24715592-406-02-1::2.53::HTS,4.872111523140835,0.027723445888376556,Endometrial Carcinoma,ethacridine-lactate-monohydrate,DNA intercalating agent,
Endometrial Carcinoma,BRD-K25412176-001-01-9::2.5::HTS,20.907348403820066,5.9505690335333886e-06,Other Types,GSK2110183,AKT inhibitor,"AKT1, AKT2, AKT3"
Endometrial Carcinoma,BRD-K25433859-003-25-4::2.5::HTS,6.33562856732048,0.012124785136813672,Other Types,maprotiline,"norepinephrine reputake inhibitor, tricyclic antidepressant","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR2A, HTR2C, HTR7, SLC6A2"
Endometrial Carcinoma,BRD-K25837718-001-03-8::2.5::HTS,8.018093323513522,0.004802065178203016,Other Types,josamycin,bacterial 50S ribosomal subunit inhibitor,
Endometrial Carcinoma,BRD-K26253904-001-01-5::2.5::HTS,6.269019267255413,0.012571111298853058,Other Types,NMS-873,ATPase inhibitor,VCP
Endometrial Carcinoma,BRD-K26667523-001-02-5::2.5::HTS,4.234047161663586,0.04008822430747661,Endometrial Carcinoma,TAK-733,MEK inhibitor,MAP2K1
Endometrial Carcinoma,BRD-K27204852-001-01-9::2.5::HTS,5.5030773267436945,0.019344495428555118,Endometrial Carcinoma,balicatib,cathepsin inhibitor,CTSK
Endometrial Carcinoma,BRD-K27217864-001-22-3::2.5::HTS,4.112530293240009,0.043043805167132417,Other Types,butamben,sodium channel blocker,
Endometrial Carcinoma,BRD-K27406233-001-07-7::2.5::HTS,4.880878438466949,0.02756195467785539,Endometrial Carcinoma,acetyl-l-leucine,,
Endometrial Carcinoma,BRD-K27799744-001-02-8::2.52::HTS,7.152056684138152,0.007719870293227704,Other Types,cyclovirobuxin-d,calcium channel modulator,
Endometrial Carcinoma,BRD-K28824103-001-02-8::2.5::HTS,5.467906866548201,0.01974111568931871,Other Types,genipin,choleretic agent,
Endometrial Carcinoma,BRD-K30431096-004-01-3::2.5::HTS,4.822693579407984,0.028507228196891724,Other Types,domiphen,,
Endometrial Carcinoma,BRD-K30933884-001-01-0::2.5::HTS,12.277105813780306,0.0004952697582433931,Other Types,UNBS-5162,CC chemokine receptor antagonist,
Endometrial Carcinoma,BRD-K31491153-003-05-9::2.5::HTS,6.271443205618749,0.012553610465046203,Other Types,1-phenylbiguanide,serotonin receptor agonist,"HTR3A, HTR3B"
Endometrial Carcinoma,BRD-K32318651-001-24-5::2.5::HTS,4.614691248643387,0.032144172706655726,Other Types,acyclovir,DNA polymerase inhibitor,PNP
Endometrial Carcinoma,BRD-K32372024-001-01-0::2.5::HTS,5.078732882126831,0.02463516997476555,Other Types,D-7193,,
Endometrial Carcinoma,BRD-K32730239-001-01-0::2.5::HTS,4.826333791133121,0.02843786514495175,Other Types,SU3327,JNK inhibitor,MAPK8
Endometrial Carcinoma,BRD-K33141550-003-05-7::2.5::HTS,4.259328570007173,0.03949547993504222,Endometrial Carcinoma,L-NAME,nitric oxide synthase inhibitor,NOS3
Endometrial Carcinoma,BRD-K33277808-331-01-3::2.5::HTS,3.9238625240809655,0.04809593734608215,Other Types,ouabain,ATPase inhibitor,ATP1A1
Endometrial Carcinoma,BRD-K33610132-001-02-9::2.5::HTS,7.944345935340906,0.004996506402489883,Other Types,rociletinib,EGFR inhibitor,EGFR
Endometrial Carcinoma,BRD-K34388247-236-08-2::2.5::HTS,4.711771502738828,0.03037844876725145,Other Types,methicillin,bacterial cell wall synthesis inhibitor,
Endometrial Carcinoma,BRD-K34730807-001-17-6::2.5::HTS,4.199352659667611,0.0409349185059251,Endometrial Carcinoma,levodopa,dopamine precursor,"DRD1, DRD2, DRD3, DRD4, DRD5, GPR143"
Endometrial Carcinoma,BRD-K35629949-001-02-0::2.5::HTS,5.214123328826628,0.02278324426067716,Other Types,SR-27897,CCK receptor antagonist,CCKAR
Endometrial Carcinoma,BRD-K36055864-001-19-2::2.5::HTS,6.37236435791585,0.011867329473586749,Other Types,cycloheximide,protein synthesis inhibitor,RPL3
Endometrial Carcinoma,BRD-K36207157-001-07-0::2.52::HTS,4.85365116050645,0.028018825957058898,Other Types,chlorprothixene,dopamine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, HRH1, HTR2A, HTR2B, HTR2C"
Endometrial Carcinoma,BRD-K37069697-001-01-3::2.5::HTS,5.969396190705701,0.01486853206949275,Other Types,fexinidazole,,
Endometrial Carcinoma,BRD-K37682401-001-09-3::2.44::HTS,4.630761736338152,0.031856326073264656,Other Types,piromidic-acid,bacterial DNA gyrase inhibitor,
Endometrial Carcinoma,BRD-K37687095-001-06-9::2.5::HTS,5.828898134794471,0.016083471694395078,Endometrial Carcinoma,AZD8330,MEK inhibitor,
Endometrial Carcinoma,BRD-K37764012-001-04-1::2.5::HTS,5.910637513455085,0.0153624333420598,Other Types,PF-03758309,p21 activated kinase inhibitor,PAK4
Endometrial Carcinoma,BRD-K38332599-001-01-3::2.5::HTS,4.448326121175844,0.03537957339847936,Other Types,uprosertib,AKT inhibitor,"AKT1, AKT2, AKT3"
Endometrial Carcinoma,BRD-K38913877-300-01-9::2.5::HTS,6.959104407531101,0.008571662473240494,Endometrial Carcinoma,azimilide,potassium channel blocker,"KCNA5, KCNE1, KCNH2, KCNQ1"
Endometrial Carcinoma,BRD-K40255344-001-17-6::2.5::HTS,3.921486435945748,0.04815996424838098,Other Types,tyrphostin-A9,"protein tyrosine kinase inhibitor, tyrosine kinase inhibitor",
Endometrial Carcinoma,BRD-K41260949-236-16-8::2.5::HTS,4.756131309556749,0.029620137318603842,Endometrial Carcinoma,valproic-acid,HDAC inhibitor,"ABAT, ACADSB, ALDH5A1, HDAC1, HDAC2, HDAC9, OGDH, SCN10A, SCN11A, SCN1A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4A, SCN4B, SCN5A, SCN7A, SCN8A, SCN9A"
Endometrial Carcinoma,BRD-K41278234-001-03-0::2.5::HTS,7.7931955705563505,0.005425311796355937,Other Types,CUDC-101,EGFR inhibitor,"EGFR, ERBB2"
Endometrial Carcinoma,BRD-K42205652-001-02-7::2.5::HTS,7.928616534335153,0.0050366948789002655,Other Types,"MNS-(3,4-Methylenedioxy-nitrostyrene)","src inhibitor, syk inhibitor","SRC, SYK"
Endometrial Carcinoma,BRD-K42495768-001-01-7::2.5::HTS,5.277853561139754,0.02197575054543241,Other Types,tasisulam,apoptosis stimulant,
Endometrial Carcinoma,BRD-K43236057-001-07-1::2.6::HTS,5.482053757867828,0.01958365209363151,Other Types,polydatin,ICAM1 expression inhibitor,ICAM1
Endometrial Carcinoma,BRD-K43449605-001-01-0::2.5::HTS,4.216413722073452,0.04050362030986367,Other Types,oncrasin-1,apoptosis stimulant,
Endometrial Carcinoma,BRD-K45086103-001-16-3::2.5::HTS,5.0139190733035885,0.025553747560862566,Other Types,sulfaguanidine,bacterial antifolate,
Endometrial Carcinoma,BRD-K45152786-001-08-4::2.5::HTS,4.760470568121576,0.029546220865524768,Other Types,merbarone,topoisomerase inhibitor,TOP2A
Endometrial Carcinoma,BRD-K45528773-001-06-4::2.5::HTS,4.361114090877407,0.037236964516509256,Other Types,M-344,HDAC inhibitor,
Endometrial Carcinoma,BRD-K47376733-001-08-1::2.5::HTS,4.80750115363619,0.0287467870885114,Endometrial Carcinoma,JNJ-1661010,FAAH inhibitor,FAAH
Endometrial Carcinoma,BRD-K47869605-001-32-0::2.5::HTS,11.001207107201896,0.0009710907794147904,Other Types,podophyllotoxin,"microtubule inhibitor, tubulin polymerization inhibitor","IGF1R, TOP2A, TUBA4A, TUBB"
Endometrial Carcinoma,BRD-K48443249-001-01-0::2.5::HTS,8.547403819822568,0.003600325077333199,Other Types,CNX-774,Bruton's tyrosine kinase (BTK) inhibitor,BTK
Endometrial Carcinoma,BRD-K48488978-001-05-3::2.5::HTS,4.284868580247777,0.038916738524299783,Other Types,YM-201636,PI3K inhibitor,
Endometrial Carcinoma,BRD-K49328571-001-15-0::2.5::HTS,4.766714436244418,0.029435570222116115,Other Types,dasatinib,"Bcr-Abl kinase inhibitor, ephrin inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor, tyrosine kinase inhibitor","ABL1, ABL2, BLK, EPHA2, FGR, FRK, FYN, HCK, KIT, LCK, LYN, PDGFRB, SRC, SRMS, STAT5B, YES1"
Endometrial Carcinoma,BRD-K49865102-001-08-4::2.5::HTS,5.731054566376376,0.01700083287608389,Endometrial Carcinoma,PD-0325901,MEK inhibitor,MAP2K1
Endometrial Carcinoma,BRD-K49962337-001-02-9::2.56::HTS,5.193591908446587,0.02306866149705883,Other Types,baicalin,beta glucuronidase inhibitor,PREP
Endometrial Carcinoma,BRD-K50168500-001-07-9::2.5::HTS,4.894343872810039,0.02734973312344741,Other Types,canertinib,EGFR inhibitor,"AKT1, EGFR, ERBB2, ERBB4"
Endometrial Carcinoma,BRD-K51313569-003-03-3::2.5::HTS,9.791510318308001,0.001844941056238167,Endometrial Carcinoma,palbociclib,CDK inhibitor,"CDK4, CDK6"
Endometrial Carcinoma,BRD-K51747290-001-13-1::2.5::HTS,4.624174566280657,0.031968502111135846,Other Types,hydroxyurea,ribonucleotide reductase inhibitor,"RRM1, RRM2, RRM2B"
Endometrial Carcinoma,BRD-K51918615-303-02-9::2.5::HTS,5.686251792318306,0.01743624371948707,Other Types,iodophenpropit,histamine receptor antagonist,"HRH3, HRH4"
Endometrial Carcinoma,BRD-K52080565-001-09-2::2.5::HTS,4.297255753527944,0.038629081902144306,Endometrial Carcinoma,nandrolone,imidazoline receptor agonist,"AR, CYP19A1, MAOA, MAOB"
Endometrial Carcinoma,BRD-K53397409-001-12-3::2.5::HTS,3.992691487129192,0.0461793727757928,Endometrial Carcinoma,benzoic-acid,food preservative,"DAO, HRSP12, PRDX5, RAB9A"
Endometrial Carcinoma,BRD-K53561341-001-07-5::2.5::HTS,4.698092988968201,0.03061828083281707,Other Types,aurora-a-inhibitor-i,Aurora kinase inhibitor,AURKA
Endometrial Carcinoma,BRD-K53857191-001-22-7::2.5::HTS,8.440819704679294,0.003819584390012754,Other Types,risperidone,"dopamine receptor antagonist, serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2C, HTR6, HTR7"
Endometrial Carcinoma,BRD-K54314721-001-10-2::2.5::HTS,6.461763123606375,0.011289368627681264,Other Types,zolmitriptan,serotonin receptor agonist,"HTR1A, HTR1B, HTR1D, HTR1E, HTR1F"
Endometrial Carcinoma,BRD-K55187425-236-05-2::2.5::HTS,4.58909786653804,0.03260807460359286,Other Types,rigosertib,"cell cycle inhibitor, PLK inhibitor",PLK1
Endometrial Carcinoma,BRD-K55250441-001-13-0::2.5::HTS,7.256790350192665,0.007276304846690062,Other Types,sulfadoxine,dihydropteroate synthase inhibitor,
Endometrial Carcinoma,BRD-K59333713-003-02-0::2.5::HTS,6.188691703377824,0.013148296576364493,Other Types,niguldipine-(S)-(+),adrenergic receptor antagonist,ADRA1A
